Sample	Hypothesis	Batch	Days_Post_Birth	Mother_Infant	Type	AMP	Cage	Run
ME_C1_D1_Hypo3_1	3	1	1	Mother	Fecal	FALSE	1	3
ME_C1_D10_Hypo3_1	3	1	10	Mother	Fecal	FALSE	1	3
ME_C1_D20_Hypo3_1	3	1	21	Mother	Fecal	FALSE	1	3
ME_C2_D1_Hypo3_1	3	1	1	Mother	Fecal	FALSE	2	3
ME_C2_D10_Hypo3_1	3	1	10	Mother	Fecal	FALSE	2	3
ME_C2_D20_Hypo3_1	3	1	21	Mother	Fecal	FALSE	2	3
ME_C3_D1_Hypo3_1	3	1	1	Mother	Fecal	TRUE	3	3
ME_C3_D10_Hypo3_1	3	1	10	Mother	Fecal	TRUE	3	3
ME_C3_D20_Hypo3_1	3	1	21	Mother	Fecal	TRUE	3	3
ME_C4_D1_Hypo3_1	3	1	1	Mother	Fecal	TRUE	4	3
ME_C4_D10_Hypo3_1	3	1	10	Mother	Fecal	TRUE	4	3
ME_C4_D20_Hypo3_1	3	1	21	Mother	Fecal	TRUE	4	3
MEI_C1_D10_Hypo3_1	3	1	10	Infant	Fecal	FALSE	1	3
MEI_C1_D20_Hypo3_1	3	1	21	Infant	Fecal	FALSE	1	3
MEI_C2_D10_Hypo3_1	3	1	10	Infant	Fecal	FALSE	2	3
MEI_C2_D20_Hypo3_1	3	1	21	Infant	Fecal	FALSE	2	3
MEI_C3_D10_Hypo3_1	3	1	10	Infant	Fecal	TRUE	3	3
MEI_C3_D20_Hypo3_1	3	1	21	Infant	Fecal	TRUE	3	3
MEI_C4_D10_Hypo3_1	3	1	10	Infant	Fecal	TRUE	4	3
MEI_C4_D20_Hypo3_1	3	1	21	Infant	Fecal	TRUE	4	3
ME_C1_D1_Hypo3_2	3	2	1	Mother	Fecal	FALSE	1	3
ME_C1_D10_Hypo3_2	3	2	10	Mother	Fecal	FALSE	1	3
ME_C1_D20_Hypo3_2	3	2	21	Mother	Fecal	FALSE	1	3
ME_C2_D1_Hypo3_2	3	2	1	Mother	Fecal	FALSE	2	3
ME_C2_D10_Hypo3_2	3	2	10	Mother	Fecal	FALSE	2	3
ME_C2_D20_Hypo3_2	3	2	21	Mother	Fecal	FALSE	2	3
ME_C3_D1_Hypo3_2	3	2	1	Mother	Fecal	FALSE	3	3
ME_C3_D10_Hypo3_2	3	2	10	Mother	Fecal	FALSE	3	3
ME_C3_D20_Hypo3_2	3	2	21	Mother	Fecal	FALSE	3	3
ME_C4_D1_Hypo3_2	3	2	1	Mother	Fecal	FALSE	4	3
ME_C4_D10_Hypo3_2	3	2	10	Mother	Fecal	FALSE	4	3
ME_C4_D20_Hypo3_2	3	2	21	Mother	Fecal	FALSE	4	3
ME_C5_D1_Hypo3_2	3	2	1	Mother	Fecal	TRUE	5	3
ME_C5_D10_Hypo3_2	3	2	10	Mother	Fecal	TRUE	5	3
ME_C5_D20_Hypo3_2	3	2	21	Mother	Fecal	TRUE	5	3
ME_C6_D1_Hypo3_2	3	2	1	Mother	Fecal	TRUE	6	3
ME_C6_D10_Hypo3_2	3	2	10	Mother	Fecal	TRUE	6	3
ME_C6_D20_Hypo3_2	3	2	21	Mother	Fecal	TRUE	6	3
ME_C7_D1_Hypo3_2	3	2	1	Mother	Fecal	TRUE	7	3
ME_C7_D10_Hypo3_2	3	2	10	Mother	Fecal	TRUE	7	3
ME_C7_D20_Hypo3_2	3	2	21	Mother	Fecal	TRUE	7	3
ME_C8_D1_Hypo3_2	3	2	1	Mother	Fecal	TRUE	8	3
ME_C8_D10_Hypo3_2	3	2	10	Mother	Fecal	TRUE	8	3
ME_C8_D20_Hypo3_2	3	2	21	Mother	Fecal	TRUE	8	3
MEI_C2_D10_Hypo3_2	3	2	10	Infant	Fecal	FALSE	2	3
MEI_C2_D20_Hypo3_2	3	2	21	Infant	Fecal	FALSE	2	3
MEI_C3_D10_Hypo3_2	3	2	10	Infant	Fecal	FALSE	3	3
MEI_C3_D20_Hypo3_2	3	2	21	Infant	Fecal	FALSE	3	3
MEI_C4_D10_Hypo3_2	3	2	10	Infant	Fecal	FALSE	4	3
MEI_C4_D20_Hypo3_2	3	2	21	Infant	Fecal	FALSE	4	3
MEI_C5_D10_Hypo3_2	3	2	10	Infant	Fecal	TRUE	5	3
MEI_C5_D20_Hypo3_2	3	2	21	Infant	Fecal	TRUE	5	3
MEI_C6_D10_Hypo3_2	3	2	10	Infant	Fecal	TRUE	6	3
MEI_C6_D20_Hypo3_2	3	2	21	Infant	Fecal	TRUE	6	3
MEI_C7_D10_Hypo3_2	3	2	10	Infant	Fecal	TRUE	7	3
MEI_C7_D20_Hypo3_2	3	2	21	Infant	Fecal	TRUE	7	3
MEI_C8_D10_Hypo3_2	3	2	10	Infant	Fecal	TRUE	8	3
MEI_C8_D20_Hypo3_2	3	2	21	Infant	Fecal	TRUE	8	3
