Metabolite,LibraryID,Precursor_Mass,Network_Number,RTConsensus
14142,NA,391.2,4179,2.1278
14375,NA,385.11,200,2.1278
14753,NA,315.16,NA,2.128
14502,NA,366.17,2489,2.1285
14490,NA,219.06,NA,2.129
14822,NA,642.33,NA,2.1303
14659,NA,351.12,20,2.1306
14751,NA,492.25,625,2.1308
14882,NA,658.43,NA,2.131
14548,NA,306.06,NA,2.1312
14957,NA,601.13,NA,2.1312
14728,NA,259.2,NA,2.1312
14772,NA,396.21,4251,2.1315
14163,NA,318.1,NA,2.1316
14446,NA,336.24,NA,2.1319
14635,NA,721.21,4473,2.1327
14439,NA,237.08,NA,2.1332
13955,NA,324.11,1595,2.1343
14494,NA,292.05,NA,2.1345
15539,NA,337.1,NA,2.1346
15164,NA,622.36,NA,2.1349
14360,NA,406.11,1207,2.135
14485,NA,393.19,597,2.1352
14956,NA,282.1,84,2.1355
14922,NA,432.14,NA,2.1357
14512,NA,195.11,NA,2.1357
13992,NA,451.25,4619,2.1371000000000002
15031,NA,480.23,NA,2.1376
14651,NA,282.18,1020,2.1377
14942,NA,506.31,NA,2.1377
15957,NA,428.25,2525,2.1379
15077,NA,348.2,1333,2.1384
15372,NA,563.79,NA,2.1384
14811,NA,651.32,1198,2.1385
14900,NA,529.79,4706,2.1392
15709,NA,143.07,1098,2.1395
15032,NA,553.3,3399,2.1398
14526,NA,472.24,605,2.1403
11162,NA,248.15,NA,2.1403
14506,NA,597.29,1643,2.1403
14937,NA,398.19,175,2.1404
14988,NA,160.04,NA,2.1406
15274,NA,296.16,NA,2.141
14191,NA,451.25,NA,2.1411
14401,NA,350.17,NA,2.1414
16414,NA,371.23,NA,2.1414
14017,NA,296.12,NA,2.1414
14911,NA,469.18,20,2.1416
14629,NA,388.07,NA,2.1416
14627,NA,742.28,6661,2.1416
14554,NA,425.24,1198,2.1419
15022,NA,385.18,NA,2.1419
12751,NA,126.09,442,2.142
15145,NA,305.16,NA,2.1431
15320,NA,222.13,NA,2.1434
14982,NA,352.11,20,2.1434
14209,NA,342.09,NA,2.1435
14815,NA,779.43,NA,2.1435
15506,NA,200.09,41,2.1439
15006,NA,182.08,NA,2.1441
14417,NA,278.1,NA,2.1451
14909,NA,417.23,2461,2.1461
15490,NA,218.1,NA,2.1464
14760,NA,230.14,NA,2.1466
14371,NA,307.13,NA,2.1474
14931,NA,510.22,NA,2.1475
15092,NA,861.07,NA,2.148
15051,NA,316.26,5673,2.1483
15168,NA,280.15,490,2.1486
14516,NA,239.09,3128,2.1505
14930,NA,106.07,NA,2.1505
14810,NA,553.26,1643,2.1505
14849,NA,243.1,2010,2.1506
14437,NA,350.21,NA,2.1506
14924,NA,435.15,NA,2.1515
14770,NA,590.3,NA,2.1526
14377,NA,297.14,1828,2.1528
15887,NA,654.27,NA,2.153
14716,NA,130.07,3608,2.153
13944,NA,346.15,NA,2.1541
15300,NA,239.14,NA,2.1556
14834,NA,274.11,2850,2.1561
14199,NA,181.09,NA,2.1568
15045,NA,200.11,NA,2.157
15104,NA,515.32,NA,2.157
14091,NA,387.12,124,2.1573
15422,NA,314.22,4076,2.1573
15175,NA,240.09,NA,2.1577
15011,NA,366.24,NA,2.1579
14717,NA,488.12,5405,2.1581
17298,NA,254.1,1245,2.1583
14897,NA,126.02,442,2.1583
15456,NA,510.29,NA,2.1584
15093,NA,230.12,2152,2.1593
15134,NA,418.71,2660,2.1594
15100,NA,538.29,1897,2.1595
15667,NA,374.14,NA,2.1601
15103,NA,335.21,NA,2.1602
15052,NA,572.34,NA,2.1602
14947,NA,660.26,NA,2.1602
16661,NA,154.09,4181,2.1612
14724,NA,234.07,NA,2.1619
14384,NA,139.11,988,2.162
15229,NA,358.21,397,2.1638
15893,NA,478.26,401,2.1639
14586,NA,248.1,44,2.1641
17466,NA,147.04,189,2.1648
16544,NA,240.18,NA,2.1657
14847,NA,573.24,NA,2.1657
15054,NA,515.17,NA,2.1666
15342,NA,548.27,NA,2.1669
16400,NA,815.43,NA,2.1672
14690,NA,189.1,NA,2.1673
14802,NA,351.11,NA,2.1673
15538,NA,1136.39,684,2.1673
15080,NA,199.06,NA,2.1679
15248,NA,242.14,NA,2.1685
15071,NA,327.17,NA,2.1689
15605,NA,387.16,495,2.1694
15396,NA,195.12,57,2.1705
15178,NA,238.14,NA,2.1706
14840,NA,250.18,NA,2.1709
15042,NA,360.26,1717,2.1711
15560,NA,340.19,NA,2.1713
14993,NA,313.16,NA,2.1715
15258,NA,279.08,NA,2.1723
16284,NA,227.09,5573,2.1725
15636,"Candidate Tetrahydroxylated bile acid (delta mass -91.1501; sirius atomic difference: -8C, -21H, 3N, -1O; buddy atomic difference: -8C, -21H, 3N, -1O)",334.14,NA,2.1726
15322,NA,587.34,2375,2.1733
14198,NA,295.08,NA,2.1734
13989,NA,203.12,2556,2.1735
15549,NA,360.2,495,2.1737
15463,NA,388.1,440,2.1737
15336,NA,555.21,2790,2.1744
15439,NA,128.11,NA,2.1748
15504,NA,248.22,15,2.1768
14871,NA,588.78,1643,2.1776
15471,NA,1070.44,2180,2.1777
13954,NA,330.16,NA,2.1779
16784,NA,297.13,NA,2.178
14761,NA,227.13,NA,2.1784
15428,NA,632.3,NA,2.1787
15007,NA,234.12,NA,2.179
15138,NA,212.15,57,2.1791
15701,NA,229.1,2152,2.1795
17120,NA,304.12,1585,2.18
11636,NA,360.21,3197,2.1801
17511,NA,267.12,NA,2.1802
15733,NA,166.09,442,2.1811
15552,NA,433.23,1607,2.1812
15413,NA,439.16,20,2.1814
15521,NA,258.08,114,2.182
14961,NA,167.11,442,2.1824
16001,NA,339.19,NA,2.1827
15435,NA,1070.94,2180,2.183
15487,NA,325.68,NA,2.1831
15843,NA,486.37,NA,2.1831
15892,NA,335.16,592,2.1835
15495,NA,374.25,3129,2.184
15037,NA,222.08,84,2.184
15381,NA,525.23,NA,2.1844
16018,NA,460.28,526,2.1846
15073,NA,188.13,3769,2.185
15719,NA,407.24,NA,2.1856
15686,NA,346.13,NA,2.1863
15245,NA,526.29,1198,2.1866
13942,NA,190.13,3190,2.1868
15818,NA,161.07,NA,2.1875
15600,NA,317.18,NA,2.1887
15464,NA,363.16,NA,2.1889
15275,NA,239.1,NA,2.1899
15959,NA,197.13,NA,2.19
15711,NA,474.26,1395,2.19
15855,NA,521.28,4706,2.1911
16130,NA,328.22,5487,2.1913
15188,NA,163.06,NA,2.1931
15870,NA,548.29,594,2.1936
15836,NA,199.09,NA,2.1947
15918,NA,225.15,NA,2.1949
15496,NA,402.14,235,2.1957
15348,NA,232.1,NA,2.196
15062,NA,404.15,1292,2.1964
15650,NA,356.22,3631,2.1971
15655,NA,323.12,NA,2.1973
15947,NA,309.17,NA,2.198
17557,NA,282.13,2756,2.1987
15856,NA,427.74,NA,2.1992
15653,NA,478.24,NA,2.1996000000000002
15768,NA,321.18,NA,2.1998
15707,NA,536.21,NA,2.1999
15296,NA,244.06,189,2.2001
15933,NA,425.19,869,2.2003
13010,NA,431.25,1018,2.2009
14338,NA,265.12,NA,2.202
15687,NA,1004.35,684,2.2021
16053,NA,366.18,NA,2.2027
14275,NA,294.19,NA,2.2031
15904,NA,243.21,NA,2.2033
15637,NA,382.2,1004,2.2033
15838,NA,611.3,826,2.2035
15666,NA,557.33,653,2.2035
15680,NA,520.28,1482,2.2038
15632,NA,221.08,NA,2.2054
14579,NA,285.12,NA,2.2056
16239,NA,279.1,NA,2.2058
15932,NA,704.35,NA,2.2059
16210,NA,422.23,3837,2.2074
17060,NA,352.14,NA,2.2078
16063,NA,327.14,NA,2.2082
15905,NA,204.07,5606,2.2083
12915,NA,252.09,84,2.2088
16378,NA,429.24,NA,2.209
15927,NA,699.23,20,2.2099
16082,NA,515.29,2730,2.2103
16273,NA,465.26,2899,2.2106
15809,NA,293.15,NA,2.2108
16157,NA,315.2,NA,2.2112
14652,NA,120.08,NA,2.2117
15147,NA,274.13,2850,2.2124
15969,NA,682.37,1779,2.2135
12085,NA,366.2,NA,2.2146
18533,NA,259.08,NA,2.215
14297,NA,287.16,NA,2.215
15945,NA,486.29,NA,2.2153
15907,NA,346.18,NA,2.2157
16263,NA,430.27,NA,2.2164
15845,NA,420.13,NA,2.2165
15231,NA,223.1,1396,2.2178
11916,NA,352.19,3549,2.2184
16364,NA,457.76,NA,2.2186
15807,NA,377.19,4610,2.2187
15882,NA,372.19,397,2.2192
15901,NA,485.26,NA,2.22
17155,NA,527.32,6472,2.2206
14162,NA,598.29,2630,2.2212
16252,NA,370.17,1292,2.2213
16059,NA,487.19,NA,2.2218
13388,NA,263.14,143,2.2222
16042,NA,494.16,653,2.2223
17589,NA,274.11,1130,2.2224
15951,NA,508.28,985,2.2234
15785,NA,243.17,143,2.2237
16196,NA,305.17,618,2.2237
16030,NA,207.11,189,2.2243
16606,NA,264.14,143,2.2253
16155,NA,304.16,618,2.2266
14409,NA,453.18,20,2.2272
16002,NA,506.77,1447,2.2277
15738,NA,281.06,NA,2.228
15410,NA,177.05,84,2.2281
16652,NA,731.36,4772,2.2288
16272,NA,372.09,NA,2.2289
16653,NA,374.18,NA,2.2296
17461,NA,380.22,1380,2.2299
16231,NA,280.12,NA,2.23
16669,NA,388.25,NA,2.2305
17075,NA,123.08,1993,2.2323
15542,NA,288.05,NA,2.2327
16322,NA,405.15,NA,2.2331
15938,NA,310.17,490,2.2337
15595,NA,231.07,NA,2.2341
16843,NA,252.16,4628,2.2347
17113,NA,255.16,NA,2.2349
17207,NA,278.2,708,2.2349
16004,NA,271.15,NA,2.235
16436,NA,491.76,NA,2.235
17170,NA,347.12,1333,2.2353
16995,NA,277.07,1781,2.2356
15976,NA,456.28,797,2.2359
16389,NA,415.19,476,2.236
16329,NA,482.16,NA,2.2383
16539,NA,448.18,3982,2.2384
16394,NA,224.08,3974,2.2386
16149,NA,455.18,401,2.2387
16346,NA,224.09,NA,2.2392
15888,NA,244.14,143,2.2396
16202,NA,710.87,1351,2.2396
16292,NA,375.14,NA,2.2403
16194,NA,226.16,NA,2.2403
15794,NA,200.13,NA,2.2406
17903,NA,238.11,84,2.2406
17977,NA,560.21,1118,2.2413
16266,NA,604.32,617,2.2429
16932,NA,274.07,NA,2.2441
16189,NA,266.16,NA,2.2448
16584,NA,255.09,310,2.2454
16250,NA,393.15,2790,2.2454
16256,NA,355.17,NA,2.2455
16276,NA,245.13,NA,2.2458
15472,NA,361.2,NA,2.2467
16088,NA,353.14,NA,2.2468
15914,NA,353.11,20,2.2472
18687,NA,222.15,2208,2.2494
16909,NA,332.13,NA,2.2497
15750,NA,616.31,744,2.2498
16089,NA,248.16,592,2.2501
16588,NA,656.34,1314,2.2505
14829,NA,218.14,1319,2.2506
16136,NA,347.16,3890,2.2514
16226,NA,484.77,NA,2.2523
16496,NA,404.12,NA,2.2523
16279,NA,340.26,NA,2.2523
16489,NA,721.4,5520,2.2524
16578,NA,539.2,7282,2.2525
16035,NA,309.18,1548,2.2529
17234,NA,346.09,NA,2.2533
16629,NA,453.14,NA,2.2541
16794,NA,471.14,20,2.2541
16601,NA,872.3,684,2.2547
15885,NA,162.06,NA,2.2556
14404,NA,241.14,988,2.2556
18357,NA,337.19,1127,2.2557
16750,NA,359.21,NA,2.256
16618,NA,309.17,NA,2.2574
17127,NA,275.14,2568,2.258
15111,NA,409.18,NA,2.2583
16587,NA,510.58,103,2.2589
15965,NA,415.13,107,2.2595
16557,NA,686.36,1314,2.2598
16561,NA,735.39,NA,2.2616
16603,NA,259.19,NA,2.2617
16457,NA,1167.5,NA,2.2617
16976,NA,282.04,952,2.2619
16721,NA,297.09,NA,2.2627
16523,NA,565.3,NA,2.2628
16056,NA,289.05,NA,2.2635
16632,NA,301.18,618,2.2635
16647,NA,765.87,4772,2.2638
16424,NA,208.04,NA,2.265
16712,NA,223.13,NA,2.2655
16373,NA,504.29,NA,2.2657
16770,NA,464.21,NA,2.2657
16514,NA,551.09,20,2.2662
16648,NA,555.32,NA,2.2666
17529,NA,215.13,NA,2.2669
16687,NA,261.2,NA,2.2673
16371,NA,441.22,1207,2.2673
16408,NA,481.18,NA,2.2674
16703,NA,344.27,5755,2.2677
17564,NA,134.06,189,2.2679
16525,NA,265.14,NA,2.2679
17377,NA,329.14,183,2.2681
16574,NA,309.1,84,2.2683
17126,NA,218.18,1319,2.2684
16825,NA,877.26,NA,2.2688
16397,NA,642.28,804,2.2689
16399,NA,406.21,NA,2.2694
16667,NA,362.76,NA,2.27
16474,NA,245.1,NA,2.2706
16728,NA,623.38,NA,2.2713
16942,NA,592.77,NA,2.2715
16566,NA,392.22,2790,2.2719
19411,NA,196.1,NA,2.2726
16716,NA,212.12,NA,2.2729
16865,NA,226.11,NA,2.2729
16646,NA,342.74,4714,2.273
16743,NA,447.27,5475,2.2736
16790,NA,706.32,3107,2.2742
16713,NA,684.47,NA,2.2744
16471,NA,384.77,263,2.2749
16461,NA,525.19,309,2.2749
17472,NA,132.1,NA,2.2754
16631,NA,411.16,932,2.2771
16806,NA,409.73,NA,2.2776
16573,NA,325.18,NA,2.2776
16761,NA,397.75,2236,2.2779
17105,NA,402.23,397,2.2779
16052,NA,171.1,4475,2.2785
16593,NA,322.18,NA,2.2785
15510,NA,371.2,1292,2.2787
15223,NA,184.04,84,2.2793
16686,NA,323.1,189,2.2795
16807,NA,643.82,NA,2.2795
16782,NA,407.23,1004,2.2796
16541,NA,489.27,2726,2.2801
16953,NA,364.15,NA,2.2804
17083,NA,234.24,3384,2.2805
16973,NA,230.15,1021,2.2812
16428,NA,289.12,NA,2.2812
16624,NA,256.13,NA,2.2813
16651,NA,485.24,744,2.2814
16888,NA,775.27,NA,2.282
17439,NA,260.19,NA,2.2824
16706,NA,740.26,684,2.2827
16730,NA,273.12,NA,2.2829
16537,NA,256.85,NA,2.2831
16707,NA,320.08,1329,2.2832
18223,NA,460.24,397,2.2842
17072,NA,210.08,441,2.2848
16641,NA,383.12,3878,2.2848
16824,NA,461.1,NA,2.2852
16467,NA,501.15,2156,2.2855
17344,NA,513.31,169,2.286
16029,NA,257.16,NA,2.2861
16695,NA,378.17,NA,2.2862
16664,NA,232.12,4631,2.2862
16759,NA,323.2,NA,2.2864
16982,NA,358.14,NA,2.2866
16805,NA,327.09,1775,2.2878
16777,NA,613.3,744,2.2878
16958,NA,141.09,1125,2.2879
16943,NA,753.28,7282,2.288
14655,NA,271.12,6922,2.2885
16867,NA,456.14,20,2.2895
16871,NA,579.17,NA,2.2899
17145,NA,271.17,3306,2.2914
16769,NA,241.1,NA,2.2915
16663,NA,275.1,NA,2.2921
16850,NA,624.31,NA,2.2921
18124,NA,365.17,1141,2.2941
16785,NA,205.13,383,2.2949
16720,NA,419.19,3890,2.2957
17519,NA,271.08,NA,2.2958
17278,NA,352.22,2080,2.2963
17349,NA,600.29,1056,2.2973
16812,NA,298.21,NA,2.2974
17079,NA,345.08,1331,2.2979
16586,NA,340.21,4714,2.2981
16570,NA,307.08,NA,2.2981
16492,NA,330.19,5691,2.2984
17130,NA,745.22,NA,2.2995
16956,NA,599.95,2077,2.3002
16960,NA,899.42,NA,2.3004
16959,NA,303.14,NA,2.3006
17431,NA,483.15,NA,2.3009
16753,NA,241.11,NA,2.3013
16140,NA,374.15,NA,2.3014
16975,NA,599.62,2077,2.3014
17044,NA,898.92,2077,2.3015
17226,NA,465.24,NA,2.3024
17073,NA,377.15,4801,2.3026
16745,NA,354.11,NA,2.3032
16278,NA,349.22,NA,2.3037
16858,NA,399.26,797,2.3044
17010,NA,219.11,NA,2.3044
18824,NA,105.07,NA,2.3047
15753,NA,364.22,NA,2.3051
16494,NA,360.24,NA,2.3053
17020,NA,447.21,NA,2.3056
17185,NA,343.13,1329,2.306
16804,NA,443.22,309,2.3076
16893,NA,415.1,NA,2.308
17057,NA,283.15,NA,2.3081
17143,NA,541.34,653,2.3083
17464,NA,330.24,5487,2.3088
16726,NA,314.12,NA,2.3093
16685,NA,450.16,175,2.3094
17212,NA,237.12,NA,2.3095
17252,NA,613.32,NA,2.3101
17310,NA,384.13,499,2.3104
17159,NA,389.24,NA,2.3106
17023,NA,679.2,2156,2.3107
17033,NA,301.09,NA,2.3111
17293,NA,435.24,NA,2.3117
17132,NA,276.13,2568,2.3118
16623,NA,242.18,263,2.3123
16949,NA,201.11,472,2.3125
17032,NA,461.26,NA,2.3132
19375,NA,403.26,2461,2.3138
16524,NA,340.18,495,2.3138
17111,NA,358.24,3758,2.3144
17128,NA,701.18,189,2.3147
17215,NA,399.13,1856,2.3152
17398,NA,330.23,722,2.3165
17447,NA,420.18,NA,2.3165
16991,NA,252.09,84,2.3167
16788,NA,489.23,2704,2.3171
17314,NA,279.13,1828,2.3176
17922,NA,276.14,1853,2.3178
16833,NA,295.15,2733,2.318
16628,NA,296.14,NA,2.3193
17644,NA,480.25,NA,2.3197
17209,NA,897.83,NA,2.3201
17541,NA,407.21,NA,2.3206
17676,NA,316.12,NA,2.321
17147,NA,451.21,NA,2.3212
17359,NA,377.68,4801,2.3216
17322,NA,528.16,20,2.3216
16803,NA,239.12,NA,2.3228
17522,NA,343.2,NA,2.3237
17290,NA,640.17,NA,2.3243
17140,NA,220.14,NA,2.3244
17042,NA,325.14,4801,2.3246000000000002
17374,NA,336.17,1037,2.325
17381,NA,293.18,NA,2.326
17325,NA,499.77,NA,2.326
17584,NA,104.11,NA,2.3266
15613,NA,318.19,NA,2.3269
17375,NA,469.17,3978,2.3272
15583,NA,336.19,1037,2.3274
14746,NA,300.2,NA,2.3281
17495,NA,278.17,NA,2.3291
17585,NA,301.15,NA,2.3296
17571,NA,378.21,1850,2.3308
17364,NA,323.16,NA,2.3315
17660,NA,321.15,1329,2.3319
17326,NA,345.14,NA,2.3325
17256,NA,462.12,4862,2.3325
17808,NA,444.28,NA,2.3329
17297,NA,370.23,466,2.3333
17395,NA,533.15,NA,2.3335
20476,NA,238.14,3102,2.3338
17339,NA,333.18,NA,2.3344
17463,NA,352.23,NA,2.3356
16862,NA,244.22,NA,2.3362
17530,NA,597.8,744,2.3366
16929,NA,135.04,1803,2.3371
17773,NA,215.05,NA,2.3378
17378,NA,411.21,4011,2.3381
17188,NA,238.1,3974,2.3383
17894,NA,541.15,NA,2.3387
17211,NA,288.08,NA,2.3389
17318,NA,457.2,1395,2.3392
17498,NA,442.18,NA,2.3395
17462,NA,128.05,NA,2.3396
15558,NA,302.15,618,2.3396
17639,NA,571.35,653,2.3412
15414,NA,245.14,383,2.3414
18034,NA,322.1,1329,2.3416
15896,NA,525.31,1177,2.3421
17720,NA,464.16,20,2.3434
17311,NA,385.24,NA,2.3439
17432,NA,202.05,NA,2.3452
17709,NA,432.28,29,2.3452
17403,NA,230.02,NA,2.3459
17465,NA,474.74,2006,2.3459
17770,NA,415.26,NA,2.3467
17230,NA,401.14,NA,2.3469
17678,NA,252.21,4628,2.3472
17350,NA,290.11,NA,2.3474
17683,NA,737.38,NA,2.3476
17424,NA,501.18,20,2.3485
17435,NA,341.18,NA,2.3486
16826,NA,303.15,NA,2.3487
16228,NA,260.15,NA,2.349
17634,NA,219.15,NA,2.3496
18241,NA,311.15,NA,2.3498
17118,NA,249.07,NA,2.3501
17523,NA,434.78,263,2.3502
17487,NA,596.3,6397,2.3503
17081,NA,325.19,NA,2.3504
17319,NA,319.14,NA,2.3507
17371,NA,620.32,1126,2.351
17536,NA,329.16,NA,2.3518
17643,NA,280.09,708,2.3527
17421,NA,1106.46,2180,2.3528
18061,NA,208.13,NA,2.3529
17260,NA,528.19,6472,2.3532
17373,NA,123.12,2628,2.3535
17674,NA,599.39,NA,2.3537
17577,NA,460.31,NA,2.3544
17451,NA,425.17,338,2.3549
17288,NA,372.17,327,2.3555
17803,NA,282.09,708,2.3561
17152,NA,716.28,7145,2.3567
14973,NA,255.12,NA,2.3572
17544,NA,383.17,NA,2.3578
17745,NA,502.29,NA,2.3588
17686,NA,364.26,692,2.3596
17166,NA,189.15,NA,2.3601
17670,NA,293.1,NA,2.3605
17372,NA,345.13,NA,2.3606
17698,NA,449.07,NA,2.3615
17889,NA,579.32,1830,2.3618
17858,NA,411.29,4011,2.362
18053,NA,842.32,NA,2.362
17575,NA,522.33,NA,2.3628
16159,NA,247.14,NA,2.3634
17740,NA,458.27,1395,2.3651
17695,NA,302.2,2060,2.3663
18779,NA,470.23,605,2.3663
17811,NA,255.14,NA,2.3664
17527,NA,479.26,2185,2.3665
18795,NA,205.11,469,2.3674
17661,NA,581.15,483,2.3675
17668,NA,838.32,3203,2.3684
17832,NA,214.12,3352,2.3689
16763,NA,332.21,NA,2.369
17733,NA,553.84,2730,2.3692
17666,NA,279.17,189,2.3693
17518,NA,277.16,708,2.3693
17711,NA,312.09,NA,2.3702
17986,NA,610.23,6661,2.3709
16333,NA,219.12,472,2.371
17693,NA,216.12,1681,2.3717
16506,NA,488.28,1395,2.373
18908,NA,171.09,988,2.3733
18536,NA,237.07,NA,2.3733
18002,NA,198.21,10,2.3736
17749,NA,317.14,388,2.3738
17708,NA,579.83,NA,2.3738
17799,NA,492.13,169,2.3745
17741,NA,351.2,1127,2.3746
17859,NA,430.24,NA,2.3751
17774,NA,335.15,388,2.3755
17953,NA,170.12,NA,2.3758
17247,NA,228.11,883,2.3759
17533,NA,280.17,NA,2.3774
17705,NA,360.19,NA,2.3779
18807,NA,248.09,3941,2.3784
17806,NA,308.18,NA,2.3785
17869,NA,382.11,362,2.3786
19447,NA,304.21,NA,2.379
17852,NA,529.21,NA,2.379
14598,NA,283.12,NA,2.3792
17851,NA,372.22,NA,2.3793
16269,NA,226.14,NA,2.3799
18518,NA,257.15,NA,2.38
18607,NA,327.14,NA,2.3803
18680,NA,332.22,1380,2.3804
17813,NA,251.13,3306,2.3804
17848,NA,394.2,NA,2.381
17654,NA,496.22,1187,2.382
17579,NA,156.01,211,2.3822
17964,NA,267.1,NA,2.3828
16395,NA,274.2,2568,2.3836
17997,NA,299.16,NA,2.3842
18734,NA,478.23,NA,2.3854
17746,NA,375.13,NA,2.3864
17995,NA,975.44,6192,2.387
17805,NA,518.26,1897,2.3878
17945,NA,310.11,5591,2.3891
17932,NA,530.29,NA,2.3892
16067,NA,281.14,4862,2.3892
17560,NA,146.06,NA,2.3899
17886,NA,328.23,29,2.3902
17838,NA,262.15,NA,2.3905
17837,NA,903.39,2180,2.3911
16752,NA,211.1,NA,2.393
18047,NA,195.1,5260,2.3936
18006,NA,348.24,NA,2.3937
18147,NA,284.16,NA,2.3947
18210,NA,510.26,NA,2.3947
19444,NA,197.08,2803,2.3952
16361,NA,433.28,3106,2.3956
18059,NA,359.23,3,2.3965
17592,NA,380.18,NA,2.3967
18018,NA,407.14,20,2.3967
19024,NA,194.08,84,2.397
18155,NA,270.17,653,2.3972
17973,NA,538.22,653,2.3984
17927,NA,414.13,NA,2.3984
17578,NA,476.75,NA,2.399
18143,NA,152.07,2582,2.4003
18898,NA,378.15,6118,2.4005
17760,NA,251.18,NA,2.4008
18073,NA,431.23,4432,2.4018
18406,NA,414.22,NA,2.4033
17924,NA,429.25,633,2.404
18356,NA,228.12,NA,2.405
17846,NA,583.16,NA,2.4055
18139,NA,290.14,3992,2.4057
17778,NA,371.19,2336,2.406
18530,NA,587.29,NA,2.4077
18004,NA,145.08,2929,2.4079
18660,NA,354.73,NA,2.408
18072,NA,278.19,4906,2.408
18133,NA,541.27,NA,2.4085
18377,NA,267.17,NA,2.4088
18705,NA,245.19,1700,2.409
18172,NA,331.1,NA,2.4093
18062,NA,231.17,NA,2.4096
17389,NA,618.3,3443,2.4104
18784,NA,327.17,NA,2.4116
17198,NA,230.18,4969,2.4125
18963,NA,230.14,NA,2.413
17804,NA,329.17,NA,2.413
20056,NA,216.16,NA,2.4131
18240,NA,353.72,1171,2.4136
18037,NA,254.14,NA,2.4137
18187,NA,714.36,NA,2.4138
17936,NA,564.24,806,2.4139
17109,NA,416.21,397,2.4144
17866,NA,820.29,2077,2.4153
15726,NA,497.16,1283,2.4157
18043,NA,251.1,NA,2.4159
17515,NA,643.38,633,2.416
18371,NA,417.75,1171,2.4172
18197,NA,985.55,169,2.418
20181,NA,252.12,NA,2.4182
18360,NA,382.15,NA,2.4185
17199,NA,546.31,NA,2.4196
18137,NA,706.43,1171,2.4196
18220,NA,437.15,20,2.4198
16602,NA,493.28,169,2.4215
16755,NA,239.09,NA,2.4216
18558,NA,381.21,362,2.4216
18054,NA,342.19,495,2.4218
20384,NA,476.79,1177,2.4233
18904,NA,108.04,NA,2.4247
18144,NA,381.19,NA,2.4254
18464,NA,557.33,2969,2.4256
18715,NA,1055.11,NA,2.426
18282,NA,402.27,29,2.4265
17701,NA,495.29,NA,2.4281
18664,NA,229.11,NA,2.4292
19643,NA,109.06,306,2.4292
18868,NA,425.24,1198,2.4294
17739,NA,190.05,NA,2.4295
19363,NA,504.27,397,2.4297
17847,NA,188.13,383,2.4298
19010,NA,417.23,476,2.4298
18119,NA,399.2,NA,2.4303
20179,NA,373.24,2562,2.4304
17172,NA,342.2,143,2.4317
18368,NA,214.14,7106,2.4321
18148,NA,453.23,NA,2.4322
18580,NA,476.31,29,2.4329
18884,NA,342.24,2659,2.4334
18414,NA,213.16,NA,2.4335
18346,NA,477.31,2687,2.4338
18387,NA,553.3,NA,2.4339
18284,NA,142.12,NA,2.4343
18182,NA,321.22,NA,2.4353
18315,NA,302.12,1710,2.4353
18581,NA,369.12,84,2.4353
19972,NA,194.13,NA,2.4372
16637,NA,164.07,1144,2.4377
20434,NA,515.26,NA,2.4383
18375,NA,319.17,6134,2.4384
18657,NA,139.08,877,2.4391
18396,NA,521.31,NA,2.4393
18745,NA,394.23,NA,2.4396
19270,NA,193.09,NA,2.4408
18237,NA,427.29,454,2.4408
17758,NA,302.21,1380,2.4408
18859,NA,456.25,309,2.441
19083,NA,486.26,309,2.4427
18334,NA,426.2,191,2.4435
19165,NA,322.21,NA,2.4436
17748,NA,271.17,NA,2.4437
18316,NA,386.2,NA,2.4443
18595,NA,291.16,5288,2.4445
18044,NA,212.13,NA,2.445
18567,NA,914.31,684,2.4464
17892,NA,359.18,NA,2.4466
19057,NA,407.24,NA,2.4468
18186,NA,431.22,3837,2.4469
18594,NA,354.2,NA,2.4475
18654,NA,297.15,2962,2.4476
18741,NA,828.3,2247,2.4476
18604,NA,428.21,2979,2.448
18546,NA,818.35,3482,2.4482
18681,NA,819.78,2247,2.4482
18677,NA,771.29,NA,2.4485
18296,NA,337.18,NA,2.449
18495,NA,767.38,744,2.4501
17427,NA,111.08,257,2.4515
18454,NA,404.76,2236,2.4528
18412,NA,263.09,NA,2.4529
18458,NA,324.19,NA,2.453
21230,NA,287.09,3402,2.4532
19050,NA,569.33,NA,2.4534
18473,NA,265.08,NA,2.4545
18848,NA,811.27,2247,2.4545
18678,NA,362.21,1333,2.455
20020,NA,439.19,101,2.4551
18699,NA,346.23,1380,2.4553
18238,NA,349.13,NA,2.4554
18878,NA,395.23,6955,2.4559
18116,NA,165.07,2601,2.4568
18719,NA,276.16,5288,2.4569
22009,NA,234.13,4908,2.4576
17763,NA,437.24,3700,2.4579
18202,NA,275.14,NA,2.4583
18453,NA,287.11,NA,2.4584
18415,NA,411.17,2979,2.4594
18637,NA,273.18,NA,2.4599
18589,NA,337.21,3117,2.4611
18459,NA,350.13,NA,2.4616
18499,NA,355.12,NA,2.4617
18221,NA,403.2,1652,2.4619
18645,NA,194.07,1648,2.4621
18778,NA,482.76,NA,2.463
21276,NA,539.32,653,2.4633
18748,NA,587.14,NA,2.4641
18905,NA,490.29,397,2.4647
19336,NA,516.3,2461,2.4651
19509,NA,520.28,NA,2.4667
18962,NA,208.04,NA,2.4669
18851,NA,308.16,84,2.4671
18983,NA,404.16,1293,2.4674
18291,NA,232.19,NA,2.4684
18693,NA,468.25,NA,2.4686
